Abbottabad Heights Road, Abbottabad, Khyber Pakhtunkhwa
Babra Road, Thatta, Sindh
Dhabeji, Thatta, Sindh
Ghulamullah Road, Thatta, Sindh
Goth Kamal Jakhro, Thatta, Sindh
Gujjo, Thatta, Sindh
Jhampir, Thatta, Sindh
Keti Bandar, Thatta, Sindh
Makli, Thatta, Sindh
Noori Abad, Thatta, Sindh
Others, Thatta, Sindh
Twin Lake Farms - Coconut Grove, Thatta, Sindh
ZS Mohalla, Thatta, Sindh
Azizabad, Bagh, Azad Kashmir
Bagh Bypass, Bagh, Azad Kashmir
Bagh Highway, Bagh, Azad Kashmir
Chowki Road, Bagh, Azad Kashmir
Dhulli Road, Bagh, Azad Kashmir
Hashim Abad, Bagh, Azad Kashmir
Hassanabad Colony, Bagh, Azad Kashmir
Hollarh, Bagh, Azad Kashmir
Huda Barhi, Bagh, Azad Kashmir
Kanah Mohri Road, Bagh, Azad Kashmir
Khawas Village, Bagh, Azad Kashmir
Main Bazar Road, Bagh, Azad Kashmir
Mohalla Khawajgaan, Bagh, Azad Kashmir
Mohalla Officers Colony, Bagh, Azad Kashmir
Naryolaa, Bagh, Azad Kashmir
Occhar Road, Bagh, Azad Kashmir
Others, Bagh, Azad Kashmir
Sir Sayyadaan, Bagh, Azad Kashmir
Sudhan Gali Road, Bagh, Azad Kashmir
Awan Sharif Road, Barnala(Azad Kashmir), Azad Kashmir
Banni Road, Barnala(Azad Kashmir), Azad Kashmir
Feroz Housing Scheme, Barnala(Azad Kashmir), Azad Kashmir
Main Bazar Road, Barnala(Azad Kashmir), Azad Kashmir
Others, Barnala(Azad Kashmir), Azad Kashmir
Thub Road, Barnala(Azad Kashmir), Azad Kashmir
Tibba Road, Barnala(Azad Kashmir), Azad Kashmir
Others, Bhimber, Azad Kashmir
Aghar Colony, Kotli, Azad Kashmir
Arnayana, Kotli, Azad Kashmir
Balyah Mohalla, Kotli, Azad Kashmir
Bank Road, Kotli, Azad Kashmir
Buttghari, Kotli, Azad Kashmir
Dhanyara, Kotli, Azad Kashmir
Fatehpur Road, Kotli, Azad Kashmir
Highway Road, Kotli, Azad Kashmir
Housing Scheme, Kotli, Azad Kashmir
Industrial Area, Kotli, Azad Kashmir
Kotli - Mirpur Road, Kotli, Azad Kashmir
Kotli - Pallandri Road, Kotli, Azad Kashmir
Mirpur Road, Kotli, Azad Kashmir
Others, Kotli, Azad Kashmir
Pindi Road, Kotli, Azad Kashmir
Shahi Mohalla, Kotli, Azad Kashmir
Sultan Area, Kotli, Azad Kashmir
Tatapani Road, Kotli, Azad Kashmir
Akbar Road, Mirpur, Azad Kashmir
Allama Iqbal Road, Mirpur, Azad Kashmir
Bun Khurma, Mirpur, Azad Kashmir
Chakswari, Mirpur, Azad Kashmir
Chitterpari, Mirpur, Azad Kashmir
Dheari Choudhrian, Mirpur, Azad Kashmir
Haul Road, Mirpur, Azad Kashmir
Khalaqabad, Mirpur, Azad Kashmir
Kharak, Mirpur, Azad Kashmir
Kotli Road, Mirpur, Azad Kashmir
Kunjri Colony, Mirpur, Azad Kashmir
Mangala Colony, Mirpur, Azad Kashmir
Mangla View Resort, Mirpur, Azad Kashmir
Mian Muhammad Road, Mirpur, Azad Kashmir
Mujahid Town, Mirpur, Azad Kashmir
Nathia, Mirpur, Azad Kashmir
New Mirpur City, Mirpur, Azad Kashmir
Old Industrial Area, Mirpur, Azad Kashmir
Others, Mirpur, Azad Kashmir
Revenue Colony, Mirpur, Azad Kashmir
Sector C-1, Mirpur, Azad Kashmir
Sector F-1, Mirpur, Azad Kashmir
Sector F-2, Mirpur, Azad Kashmir
Shoukat Scheme, Mirpur, Azad Kashmir
Thothal, Mirpur, Azad Kashmir
Valley Homes, Mirpur, Azad Kashmir
Abbottabad Road, Muzaffarabad, Azad Kashmir
Airport Road, Muzaffarabad, Azad Kashmir
Bank Road, Muzaffarabad, Azad Kashmir
Center Gojra, Muzaffarabad, Azad Kashmir
Chroota Gojra, Muzaffarabad, Azad Kashmir
Lohar Gali Azad Kashmir, Muzaffarabad, Azad Kashmir
Lower Chatter, Muzaffarabad, Azad Kashmir
Lower Gojra, Muzaffarabad, Azad Kashmir
Muzzaffarabad City, Muzaffarabad, Azad Kashmir
Naloochi Gojra, Muzaffarabad, Azad Kashmir
Neelum Road, Muzaffarabad, Azad Kashmir
Neelum Valley, Muzaffarabad, Azad Kashmir
Others, Muzaffarabad, Azad Kashmir
Shahrah-e-Quaid-e-Azam, Muzaffarabad, Azad Kashmir
Shaukat Lines, Muzaffarabad, Azad Kashmir
Taami Gojra, Muzaffarabad, Azad Kashmir
Tariqabad Bypass, Muzaffarabad, Azad Kashmir
Upper Gojra, Muzaffarabad, Azad Kashmir
Upper Jail Road, Muzaffarabad, Azad Kashmir
Others, Neelum, Azad Kashmir
Hajira, Poonch, Azad Kashmir
Court Area, Rawalakot, Azad Kashmir
Ghazi e Millat Road, Rawalakot, Azad Kashmir
Green Town, Rawalakot, Azad Kashmir
Kohala Road, Rawalakot, Azad Kashmir
Main Bazar Road, Rawalakot, Azad Kashmir
Nala Bazar Rawalakot, Rawalakot, Azad Kashmir
New Pearl Housing Scheme, Rawalakot, Azad Kashmir
Officers Colony Rawalakot, Rawalakot, Azad Kashmir
Others, Rawalakot, Azad Kashmir
Rawalakot Beldia Adda, Rawalakot, Azad Kashmir
Rawalakot Stadium Area, Rawalakot, Azad Kashmir
Others, Sudhnoti, Azad Kashmir
12th Avenue, Islamabad, Islamabad Capital Territory
17 Hills Apartments, Islamabad, Islamabad Capital Territory
7 Wonder City, Islamabad, Islamabad Capital Territory
7th Avenue, Islamabad, Islamabad Capital Territory
9th Avenue, Islamabad, Islamabad Capital Territory
Aara, Islamabad, Islamabad Capital Territory
Abdullah Garden, Islamabad, Islamabad Capital Territory
Agha Shahi Avenue, Islamabad, Islamabad Capital Territory
AGHOSH, Islamabad, Islamabad Capital Territory
Ahmed Town, Islamabad, Islamabad Capital Territory
Airline Avenue, Islamabad, Islamabad Capital Territory
Airport Avenue Housing Society, Islamabad, Islamabad Capital Territory
Airport Enclave, Islamabad, Islamabad Capital Territory
Airport Residencia, Islamabad, Islamabad Capital Territory
Aiza Garden, Islamabad, Islamabad Capital Territory
Akbar Town, Islamabad, Islamabad Capital Territory
Al Buraq Valley, Islamabad, Islamabad Capital Territory
Al Huda Town, Islamabad, Islamabad Capital Territory
Al Madina City, Islamabad, Islamabad Capital Territory
Al Qaim Town, Islamabad, Islamabad Capital Territory
Al-Hamra Hills Agro Farming Scheme, Islamabad, Islamabad Capital Territory
Al-Kabir Town, Islamabad, Islamabad Capital Territory
Alhamra Avenue, Islamabad, Islamabad Capital Territory
Ali Pur, Islamabad, Islamabad Capital Territory
Alipur Farash, Islamabad, Islamabad Capital Territory
Alwadi Colony, Islamabad, Islamabad Capital Territory
Ammar Enclave And Talha Villas, Islamabad, Islamabad Capital Territory
Angoori Road, Islamabad, Islamabad Capital Territory
Anza Zephyr Dale Agro Farms, Islamabad, Islamabad Capital Territory
Arcadia City, Islamabad, Islamabad Capital Territory
Areeba Homes, Islamabad, Islamabad Capital Territory
Arsalan Town, Islamabad, Islamabad Capital Territory
Asad Town, Islamabad, Islamabad Capital Territory
Ataturk Avenue, Islamabad, Islamabad Capital Territory
Athal, Islamabad, Islamabad Capital Territory
Atomic Energy Employee Society, Islamabad, Islamabad Capital Territory
Axis Mall & Apartments, Islamabad, Islamabad Capital Territory
Azmat Town, Islamabad, Islamabad Capital Territory
B-17, Islamabad, Islamabad Capital Territory
Bahram Villas, Islamabad, Islamabad Capital Territory
Bahria Town, Islamabad, Islamabad Capital Territory
Bani Gala, Islamabad, Islamabad Capital Territory
Bhara kahu, Islamabad, Islamabad Capital Territory
Blue Area, Islamabad, Islamabad Capital Territory
Bokra Road, Islamabad, Islamabad Capital Territory
Burma Town, Islamabad, Islamabad Capital Territory
C-13, Islamabad, Islamabad Capital Territory
C-14, Islamabad, Islamabad Capital Territory
C-15, Islamabad, Islamabad Capital Territory
C-16, Islamabad, Islamabad Capital Territory
C-17, Islamabad, Islamabad Capital Territory
C-18, Islamabad, Islamabad Capital Territory
C-19, Islamabad, Islamabad Capital Territory
Canyon Views Cvrp, Islamabad, Islamabad Capital Territory
Canyon Views Prados, Islamabad, Islamabad Capital Territory
Capital Enclave, Islamabad, Islamabad Capital Territory
Capital Town, Islamabad, Islamabad Capital Territory
Capital Valley Islamabad, Islamabad, Islamabad Capital Territory
Cargo Road, Islamabad, Islamabad Capital Territory
CBR Town, Islamabad, Islamabad Capital Territory
Central Avenue, Islamabad, Islamabad Capital Territory
Century Town, Islamabad, Islamabad Capital Territory
Chak Shahzad, Islamabad, Islamabad Capital Territory
Chatha Bakhtawar, Islamabad, Islamabad Capital Territory
Chattar, Islamabad, Islamabad Capital Territory
Chinar Model Valley, Islamabad, Islamabad Capital Territory
Chirah, Islamabad, Islamabad Capital Territory
Chucha, Islamabad, Islamabad Capital Territory
City Garden, Islamabad, Islamabad Capital Territory
Club Road, Islamabad, Islamabad Capital Territory
Commander Enclave, Islamabad, Islamabad Capital Territory
Commerce Town, Islamabad, Islamabad Capital Territory
Commoners Flower Valley, Islamabad, Islamabad Capital Territory
Commoners Gold Valley, Islamabad, Islamabad Capital Territory
Commoners Sky Gardens, Islamabad, Islamabad Capital Territory
Constitution Avenue, Islamabad, Islamabad Capital Territory
D-12, Islamabad, Islamabad Capital Territory
D-13, Islamabad, Islamabad Capital Territory
D-14, Islamabad, Islamabad Capital Territory
D-16, Islamabad, Islamabad Capital Territory
D-17, Islamabad, Islamabad Capital Territory
D-18, Islamabad, Islamabad Capital Territory
D1 Capital Park City, Islamabad, Islamabad Capital Territory
Danial Town, Islamabad, Islamabad Capital Territory
Darussalam Coop Society, Islamabad, Islamabad Capital Territory
DHA Defence, Islamabad, Islamabad Capital Territory
Diplomatic Enclave, Islamabad, Islamabad Capital Territory
Discovery Gardens, Islamabad, Islamabad Capital Territory
Doctors Housing Society, Islamabad, Islamabad Capital Territory
Dream Valley Smart City, Islamabad, Islamabad Capital Territory
E-10, Islamabad, Islamabad Capital Territory
E-11, Islamabad, Islamabad Capital Territory
E-12, Islamabad, Islamabad Capital Territory
E-13, Islamabad, Islamabad Capital Territory
E-14, Islamabad, Islamabad Capital Territory
E-15, Islamabad, Islamabad Capital Territory
E-16, Islamabad, Islamabad Capital Territory
E-17, Islamabad, Islamabad Capital Territory
E-18, Islamabad, Islamabad Capital Territory
E-19, Islamabad, Islamabad Capital Territory
E-6, Islamabad, Islamabad Capital Territory
E-7, Islamabad, Islamabad Capital Territory
E-8, Islamabad, Islamabad Capital Territory
Eden Life Islamabad, Islamabad, Islamabad Capital Territory
Elite Reverie Housing, Islamabad, Islamabad Capital Territory
Emaar Canyon Views, Islamabad, Islamabad Capital Territory
Embassy Road, Islamabad, Islamabad Capital Territory
Engineering Co-operative Housing (ECHS), Islamabad, Islamabad Capital Territory
F-10, Islamabad, Islamabad Capital Territory
F-11, Islamabad, Islamabad Capital Territory
F-12, Islamabad, Islamabad Capital Territory
F-13, Islamabad, Islamabad Capital Territory
F-14, Islamabad, Islamabad Capital Territory
F-15, Islamabad, Islamabad Capital Territory
F-16, Islamabad, Islamabad Capital Territory
F-17, Islamabad, Islamabad Capital Territory
F-5, Islamabad, Islamabad Capital Territory
F-6, Islamabad, Islamabad Capital Territory
F-7, Islamabad, Islamabad Capital Territory
F-8, Islamabad, Islamabad Capital Territory
F-9, Islamabad, Islamabad Capital Territory
Faisal Town - F-18, Islamabad, Islamabad Capital Territory
Fateh Jang Road, Islamabad, Islamabad Capital Territory
Fatima Town, Islamabad, Islamabad Capital Territory
FECHS, Islamabad, Islamabad Capital Territory
Federal Government Employees Housing Foundation, Islamabad, Islamabad Capital Territory
Fenarina Residences, Islamabad, Islamabad Capital Territory
Five Star City, Islamabad, Islamabad Capital Territory
FOECHS - Foreign Office Employees Society, Islamabad, Islamabad Capital Territory
Frash Town, Islamabad, Islamabad Capital Territory
G-10, Islamabad, Islamabad Capital Territory
G-11, Islamabad, Islamabad Capital Territory
G-12, Islamabad, Islamabad Capital Territory
G-13, Islamabad, Islamabad Capital Territory
G-14, Islamabad, Islamabad Capital Territory
G-15, Islamabad, Islamabad Capital Territory
G-16, Islamabad, Islamabad Capital Territory
G-17, Islamabad, Islamabad Capital Territory
G-5, Islamabad, Islamabad Capital Territory
G-6, Islamabad, Islamabad Capital Territory
G-7, Islamabad, Islamabad Capital Territory
G-8, Islamabad, Islamabad Capital Territory
G-9, Islamabad, Islamabad Capital Territory
Gandhara City, Islamabad, Islamabad Capital Territory
Garden Town, Islamabad, Islamabad Capital Territory
Ghauri Town, Islamabad, Islamabad Capital Territory
Golra Mor, Islamabad, Islamabad Capital Territory
Golra Road, Islamabad, Islamabad Capital Territory
Grace Valley, Islamabad, Islamabad Capital Territory
Graceland Housing, Islamabad, Islamabad Capital Territory
Grain Market, Islamabad, Islamabad Capital Territory
Green Avenue, Islamabad, Islamabad Capital Territory
Green City, Islamabad, Islamabad Capital Territory
Green Country Farm, Islamabad, Islamabad Capital Territory
Green Enclave 1, Islamabad, Islamabad Capital Territory
Green Enclave 2, Islamabad, Islamabad Capital Territory
Green Hills Housing Scheme, Islamabad, Islamabad Capital Territory
Green Huts Farmhouses, Islamabad, Islamabad Capital Territory
Green View Farmhouses, Islamabad, Islamabad Capital Territory
GT Road, Islamabad, Islamabad Capital Territory
Gulberg, Islamabad, Islamabad Capital Territory
Gulf Residencia, Islamabad, Islamabad Capital Territory
Gulshan-e-Khudadad, Islamabad, Islamabad Capital Territory
Gulshan-e-Rabia, Islamabad, Islamabad Capital Territory
H-10, Islamabad, Islamabad Capital Territory
H-11, Islamabad, Islamabad Capital Territory
H-12, Islamabad, Islamabad Capital Territory
H-13, Islamabad, Islamabad Capital Territory
H-15, Islamabad, Islamabad Capital Territory
H-17, Islamabad, Islamabad Capital Territory
H-19, Islamabad, Islamabad Capital Territory
H-8, Islamabad, Islamabad Capital Territory
H-9, Islamabad, Islamabad Capital Territory
Highland Smart City, Islamabad, Islamabad Capital Territory
Hundamal, Islamabad, Islamabad Capital Territory
Hussain Abad, Islamabad, Islamabad Capital Territory
I-10, Islamabad, Islamabad Capital Territory
I-11, Islamabad, Islamabad Capital Territory
I-12, Islamabad, Islamabad Capital Territory
I-13, Islamabad, Islamabad Capital Territory
I-14, Islamabad, Islamabad Capital Territory
I-15, Islamabad, Islamabad Capital Territory
I-16, Islamabad, Islamabad Capital Territory
I-17, Islamabad, Islamabad Capital Territory
I-8, Islamabad, Islamabad Capital Territory
I-9, Islamabad, Islamabad Capital Territory
Ibn-e-Sina Road, Islamabad, Islamabad Capital Territory
Icon Garden, Islamabad, Islamabad Capital Territory
IJP Road, Islamabad, Islamabad Capital Territory
Iqbal Town, Islamabad, Islamabad Capital Territory
Islamabad - Murree Expressway, Islamabad, Islamabad Capital Territory
Islamabad - Peshawar Motorway, Islamabad, Islamabad Capital Territory
Islamabad Enclave, Islamabad, Islamabad Capital Territory
Islamabad Expressway, Islamabad, Islamabad Capital Territory
Islamabad Garden, Islamabad, Islamabad Capital Territory
Islamabad Golf City, Islamabad, Islamabad Capital Territory
Islamabad Highway, Islamabad, Islamabad Capital Territory
Islamabad View Valley, Islamabad, Islamabad Capital Territory
Ittefaq Residencia, Islamabad, Islamabad Capital Territory
Ittefaq Town, Islamabad, Islamabad Capital Territory
J and K Zone 5, Islamabad, Islamabad Capital Territory
Jagiot Road, Islamabad, Islamabad Capital Territory
Jandala Road, Islamabad, Islamabad Capital Territory
Japan Road, Islamabad, Islamabad Capital Territory
Jeddah Town, Islamabad, Islamabad Capital Territory
Jhang Syedan, Islamabad, Islamabad Capital Territory
Jhangi Syedan, Islamabad, Islamabad Capital Territory
Jinnah Avenue, Islamabad, Islamabad Capital Territory
Judicial Town, Islamabad, Islamabad Capital Territory
Kahuta Road, Islamabad, Islamabad Capital Territory
Kahuta Triangle Industrial Area, Islamabad, Islamabad Capital Territory
Karakoram Diplomatic Enclave, Islamabad, Islamabad Capital Territory
Karakoram Enclave 1, Islamabad, Islamabad Capital Territory
Karlot, Islamabad, Islamabad Capital Territory
Karor Road, Islamabad, Islamabad Capital Territory
Kashmir Garden Agro Farming Scheme, Islamabad, Islamabad Capital Territory
Kashmir Highway, Islamabad, Islamabad Capital Territory
Kashmir Town, Islamabad, Islamabad Capital Territory
Kenthlaan Road, Islamabad, Islamabad Capital Territory
Khan Akbar Town, Islamabad, Islamabad Capital Territory
Khanna East, Islamabad, Islamabad Capital Territory
Khanna Pul, Islamabad, Islamabad Capital Territory
Khayaban-e-Iqbal, Islamabad, Islamabad Capital Territory
Khayaban-e-Kashmir Zone 4, Islamabad, Islamabad Capital Territory
Khayaban-e-Suhrwardy, Islamabad, Islamabad Capital Territory
Koral Chowk, Islamabad, Islamabad Capital Territory
Koral Town, Islamabad, Islamabad Capital Territory
Korang Road, Islamabad, Islamabad Capital Territory
Korang Town, Islamabad, Islamabad Capital Territory
Kuri, Islamabad, Islamabad Capital Territory
Kuri Model Town, Islamabad, Islamabad Capital Territory
Kuri Road, Islamabad, Islamabad Capital Territory
Lahore - Islamabad Motorway, Islamabad, Islamabad Capital Territory
Lawyers Society, Islamabad, Islamabad Capital Territory
Lehtarar Road, Islamabad, Islamabad Capital Territory
Link Road, Islamabad, Islamabad Capital Territory
Luqman Hakeem Road, Islamabad, Islamabad Capital Territory
Madina Garden, Islamabad, Islamabad Capital Territory
Madina Town, Islamabad, Islamabad Capital Territory
Main Margalla Road, Islamabad, Islamabad Capital Territory
Malot, Islamabad, Islamabad Capital Territory
Malpur, Islamabad, Islamabad Capital Territory
Margalla Avenue, Islamabad, Islamabad Capital Territory
Margalla Orchard, Islamabad, Islamabad Capital Territory
Margalla Town, Islamabad, Islamabad Capital Territory
Margalla Valley - C-12, Islamabad, Islamabad Capital Territory
Marwa Town, Islamabad, Islamabad Capital Territory
Meherban Colony, Islamabad, Islamabad Capital Territory
Mid City, Islamabad, Islamabad Capital Territory
Ministry of Commerce Society, Islamabad, Islamabad Capital Territory
Mira Abadi, Islamabad, Islamabad Capital Territory
Model Town, Islamabad, Islamabad Capital Territory
Mohra Nur Road, Islamabad, Islamabad Capital Territory
Montviro, Islamabad, Islamabad Capital Territory
Motorway Chowk, Islamabad, Islamabad Capital Territory
Motorway City, Islamabad, Islamabad Capital Territory
Motorway City Executive Block, Islamabad, Islamabad Capital Territory
Mouza Gijna, Islamabad, Islamabad Capital Territory
Mubasher Homes, Islamabad, Islamabad Capital Territory
Multi Residencia & Orchards, Islamabad, Islamabad Capital Territory
Mumtaz City, Islamabad, Islamabad Capital Territory
Murree Road, Islamabad, Islamabad Capital Territory
Muslim Town, Islamabad, Islamabad Capital Territory
Nai Abadi, Islamabad, Islamabad Capital Territory
NARC Colony, Islamabad, Islamabad Capital Territory
National Assembly Employees Cooperative Housing Society, Islamabad, Islamabad Capital Territory
National Cooperative Housing Society, Islamabad, Islamabad Capital Territory
National Highway Foundation Housing Scheme, Islamabad, Islamabad Capital Territory
National Police Foundation, Islamabad, Islamabad Capital Territory
National Police Foundation O-9, Islamabad, Islamabad Capital Territory
National Town, Islamabad, Islamabad Capital Territory
Naval Anchorage, Islamabad, Islamabad Capital Territory
Naval Farms Housing Scheme, Islamabad, Islamabad Capital Territory
Naval Housing Scheme, Islamabad, Islamabad Capital Territory
Nawaz Town, Islamabad, Islamabad Capital Territory
Nazim-ud-din Road, Islamabad, Islamabad Capital Territory
New Airport Town, Islamabad, Islamabad Capital Territory
New Blue Area, Islamabad, Islamabad Capital Territory
New Icon City, Islamabad, Islamabad Capital Territory
New Shakrial, Islamabad, Islamabad Capital Territory
NHA Housing Society, Islamabad, Islamabad Capital Territory
NIH Colony, Islamabad, Islamabad Capital Territory
Noor Town, Islamabad, Islamabad Capital Territory
Nova City, Islamabad, Islamabad Capital Territory
O-9, Islamabad, Islamabad Capital Territory
OGDC Officers Cooperative Housing Society, Islamabad, Islamabad Capital Territory
OGDC Town, Islamabad, Islamabad Capital Territory
OPF Valley, Islamabad, Islamabad Capital Territory
Orchard Scheme, Islamabad, Islamabad Capital Territory
Others, Islamabad, Islamabad Capital Territory
Ovaisco Homes, Islamabad, Islamabad Capital Territory
PAEC Employees Cooperative Housing Society, Islamabad, Islamabad Capital Territory
PAF Tarnol, Islamabad, Islamabad Capital Territory
Pakistan Agricultural Research Council Society, Islamabad, Islamabad Capital Territory
Pakistan Intelligence Bureau Housing Society, Islamabad, Islamabad Capital Territory
Pakistan Town, Islamabad, Islamabad Capital Territory
Paradise City, Islamabad, Islamabad Capital Territory
PARC Employees Cooperative Housing Society, Islamabad, Islamabad Capital Territory
Park Enclave CDA, Islamabad, Islamabad Capital Territory
Park Road, Islamabad, Islamabad Capital Territory
Park Road Housing Scheme, Islamabad, Islamabad Capital Territory
Park View City, Islamabad, Islamabad Capital Territory
Partal Town, Islamabad, Islamabad Capital Territory
PECHS, Islamabad, Islamabad Capital Territory
Phulgran, Islamabad, Islamabad Capital Territory
Pind Begwal, Islamabad, Islamabad Capital Territory
Pindorian, Islamabad, Islamabad Capital Territory
Pir Sohawa, Islamabad, Islamabad Capital Territory
Police Foundation Housing Society, Islamabad, Islamabad Capital Territory
PTV Colony, Islamabad, Islamabad Capital Territory
PWD Housing Scheme, Islamabad, Islamabad Capital Territory
PWD Road, Islamabad, Islamabad Capital Territory
Quaid-e-Azam Road, Islamabad, Islamabad Capital Territory
Qureshi Town, Islamabad, Islamabad Capital Territory
Qutbal Town, Islamabad, Islamabad Capital Territory
Raja Akhtar Road, Islamabad, Islamabad Capital Territory
Rawal Dam Colony, Islamabad, Islamabad Capital Territory
Rawal Enclave, Islamabad, Islamabad Capital Territory
Rawal Town, Islamabad, Islamabad Capital Territory
Rawat, Islamabad, Islamabad Capital Territory
Razia Abad, Islamabad, Islamabad Capital Territory
River Garden, Islamabad, Islamabad Capital Territory
Royal Avenue, Islamabad, Islamabad Capital Territory
Royal City, Islamabad, Islamabad Capital Territory
Saidpur Village, Islamabad, Islamabad Capital Territory
Sanam Garden Housing Scheme, Islamabad, Islamabad Capital Territory
Sangam Town, Islamabad, Islamabad Capital Territory
Sangjani, Islamabad, Islamabad Capital Territory
Sarai Kharbuza, Islamabad, Islamabad Capital Territory
Sehab Gardens, Islamabad, Islamabad Capital Territory
Sehala Farm House, Islamabad, Islamabad Capital Territory
Senate Avenue Zone 5, Islamabad, Islamabad Capital Territory
Senate Secretariat Employees Cooperative Housing Society, Islamabad, Islamabad Capital Territory
